course_id,learner_id,enrolment_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued,learning_duration_days,completion_delay_days,learner_name,email,phone_number,city,registration_date,subscription_type,course_title,category,instructor_id,instructor_name,duration_hours,difficulty_level,price_inr,days_since_last_activity,engagement_status
CRS031,LRN0185,ENR00750,2024-02-02,2024-02-12,,In Progress,12,2024-03-02,,1,,No,,,Priya Srivastava,priya.srivastava.185@hotmail.com,9668700217,Surat,2022-12-06,Basic,Docker & Kubernetes,Cloud Computing,INS004,Sunita Rao,5,Intermediate,3781,869,Disengaged
CRS009,LRN0456,ENR01269,2024-02-12,2024-03-03,,In Progress,63,2024-03-10,,1,,No,,,Simran Patel,simran.patel.456@hotmail.com,9692124471,Chennai,2023-03-14,Premium,Digital Marketing Strategy,Business,INS004,Sunita Rao,10,Advanced,8712,861,Disengaged
CRS033,LRN0026,ENR01144,2024-03-10,2024-04-19,,Dropped,34,2024-03-13,,1,,No,,,Kavya Iyer,kavya.iyer.26@yahoo.com,9740164005,Surat,2022-09-26,Free,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,858,Disengaged
CRS035,LRN0454,ENR00157,2024-01-19,2024-04-08,2024-02-22,Completed,100,2024-02-22,78.18,1,1,Yes,34,-46,Suresh Desai,suresh.desai.454@rediffmail.com,9258001061,Delhi,2023-12-03,Basic,React Native Cross-Platform,Mobile Development,INS002,Meera Nair,40,Beginner,66,878,Disengaged
CRS051,LRN0367,ENR01515,2024-03-17,2024-06-05,2024-03-31,Completed,100,2024-03-31,70.13,1,5,Yes,14,-66,Rekha Srivastava,rekha.srivastava.367@rediffmail.com,9326634163,Indore,2023-09-20,Premium,MLOps & Model Deployment,AI & ML,INS015,Kiran Desai,40,Beginner,503,840,Disengaged
CRS045,LRN0467,ENR00001,2024-01-09,2024-01-19,,Dropped,21,,,1,,No,,,Ananya Mishra,ananya.mishra.467@gmail.com,9262582739,Bengaluru,2022-04-13,Premium,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,,Disengaged
CRS009,LRN0428,ENR01248,2024-02-10,2024-03-01,,In Progress,73,2024-02-22,,3,5,No,,,Shreya Mukherjee,shreya.mukherjee.428@gmail.com,9091570184,Lucknow,2022-11-16,Basic,Digital Marketing Strategy,Business,INS004,Sunita Rao,10,Advanced,8712,878,Disengaged
CRS020,LRN0262,ENR01837,2024-03-05,2024-03-15,,In Progress,28,2024-03-14,,1,,No,,,Nikhil Rao,nikhil.rao.262@rediffmail.com,9374160898,Surat,2023-09-28,Free,SQL & Database Design,Data Science,INS013,Unknown,5,Advanced,8138,857,Disengaged
CRS005,LRN0425,ENR01480,2024-01-07,2024-02-16,2024-01-27,Completed,100,2024-01-27,60.83,1,2,Yes,20,-20,Deepak Shah,deepak.shah.425@outlook.com,9829962914,Chandigarh,2022-02-02,Free,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,904,Disengaged
CRS048,LRN0108,ENR01345,2024-03-06,2024-03-16,,In Progress,47,2024-03-25,,1,,No,,,Karan Shah,karan.shah.108@hotmail.com,9199867980,Indore,2023-08-09,Premium,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,846,Disengaged
CRS024,LRN0498,ENR00335,2024-02-11,2024-03-12,2024-03-22,Completed,100,2024-03-22,93.62,1,2,Yes,40,10,Manish Rao,manish.rao.498@gmail.com,9796471589,Bhopal,2022-09-23,Free,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,849,Disengaged
CRS033,LRN0353,ENR00630,2024-02-22,2024-04-02,2024-03-31,Completed,100,2024-03-31,91.32,2,3,Yes,38,-2,Aarav Sharma,aarav.sharma.353@rediffmail.com,9369155942,Chennai,2022-08-31,Free,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,840,Disengaged
CRS010,LRN0059,ENR00014,2024-01-25,2024-02-14,2024-02-08,Completed,100,2024-02-08,70.53,1,4,Yes,14,-6,Rekha Chauhan,rekha.chauhan.59@yahoo.com,9990913341,Hyderabad,2022-06-27,Basic,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,892,Disengaged
CRS030,LRN0074,ENR01948,2024-03-03,2024-05-02,,In Progress,61,2024-03-13,,1,,No,,,Mohit Chatterjee,mohit.chatterjee.74@gmail.com,9809134316,Indore,2023-10-11,Premium,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,858,Disengaged
CRS006,LRN0344,ENR01577,2024-03-14,2024-03-24,,Dropped,13,2024-03-23,,1,,No,,,Varun Pillai,varun.pillai.344@outlook.com,9205302146,Surat,2023-02-09,Basic,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,848,Disengaged
CRS021,LRN0353,ENR01063,2024-03-15,2024-04-04,2024-03-31,Completed,100,2024-03-31,68.94,1,5,Yes,16,-4,Aarav Sharma,aarav.sharma.353@rediffmail.com,9369155942,Chennai,2022-08-31,Free,Power BI & Tableau,Data Science,INS005,Deepak Joshi,10,Advanced,6616,840,Disengaged
CRS007,LRN0405,ENR01429,2024-01-05,2024-02-14,2024-02-15,Completed,100,2024-02-15,87.52,1,4,Yes,41,1,Simran Rao,simran.rao.405@yahoo.com,9939330517,Jaipur,2023-09-12,Basic,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,885,Disengaged
CRS017,LRN0220,ENR01890,2024-01-02,2024-01-22,2024-01-17,Completed,100,2024-01-17,67.63,1,4,Yes,15,-5,Anita Sharma,anita.sharma.220@gmail.com,9051627136,Chandigarh,2022-04-15,Free,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,914,Disengaged
CRS006,LRN0342,ENR01355,2024-01-24,2024-02-03,,Dropped,5,2024-01-30,,1,,No,,,Sunita Bose,sunita.bose.342@hotmail.com,9589026012,Lucknow,2023-03-22,Free,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,901,Disengaged
CRS012,LRN0457,ENR01484,2024-03-10,2024-04-19,2024-03-31,Completed,100,2024-03-31,86.25,2,5,Yes,21,-19,Amit Mishra,amit.mishra.457@outlook.com,9214066504,Bengaluru,2023-03-28,Free,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,840,Disengaged
CRS038,LRN0321,ENR01337,2024-01-04,2024-02-03,,Dropped,7,2024-01-16,,1,,No,,,Ravi Mehta,ravi.mehta.321@gmail.com,9682223943,Bengaluru,2023-11-19,Premium,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,915,Disengaged
CRS030,LRN0381,ENR00010,2024-02-04,2024-04-04,,Not Started,0,,,1,,No,,,Deepak Desai,deepak.desai.381@gmail.com,9789940539,Mumbai,2022-08-02,Premium,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,,Disengaged
CRS018,LRN0110,ENR00021,2024-02-26,2024-03-27,,In Progress,72,2024-02-29,,1,,No,,,Anita Iyer,anita.iyer.110@rediffmail.com,9892554665,Mumbai,2023-10-09,Basic,Flutter App Development,Mobile Development,INS006,Priya Singh,15,Beginner,875,871,Disengaged
CRS052,LRN0356,ENR00671,2024-01-07,2024-03-27,2024-03-02,Completed,100,2024-03-02,56.84,2,3,No,55,-25,Ajay Reddy,ajay.reddy.356@yahoo.com,9574489061,Mumbai,2022-08-09,Premium,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,869,Disengaged
CRS026,LRN0298,ENR00951,2024-02-17,2024-02-27,,In Progress,47,2024-03-10,,1,,No,,,Sunita Agarwal,sunita.agarwal.298@rediffmail.com,9088019948,Hyderabad,2023-11-02,Premium,Full Stack Django,Web Development,INS008,Kavita Reddy,5,Advanced,10918,861,Disengaged
CRS003,LRN0265,ENR01505,2024-01-07,2024-01-27,,Dropped,21,2024-01-19,,2,,No,,,Ananya Agarwal,ananya.agarwal.265@outlook.com,9229991191,Bhopal,2023-07-03,Premium,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,912,Disengaged
CRS055,LRN0210,ENR01835,2024-03-10,2024-03-20,,In Progress,89,2024-03-18,,1,,No,,,Vivaan Bose,vivaan.bose.210@rediffmail.com,9340438427,Chandigarh,2023-05-23,Basic,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,853,Disengaged
CRS006,LRN0094,ENR01845,2024-01-21,2024-01-31,,Dropped,19,2024-01-26,,1,,No,,,Kavya Pandey,kavya.pandey.94@yahoo.com,9271111615,Jaipur,2022-03-03,Basic,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,905,Disengaged
CRS053,LRN0488,ENR01075,2024-02-27,2024-05-17,2024-03-01,Completed,100,2024-03-01,68.65,3,3,Yes,3,-77,Rohan Patel,rohan.patel.488@yahoo.com,9547292842,Bhopal,2023-12-27,Premium,Supply Chain Management,Business,INS010,Anjali Iyer,40,Intermediate,3268,870,Disengaged
CRS050,LRN0240,ENR01533,2024-02-19,2024-02-29,,Not Started,0,,,1,,No,,,Pooja Pandey,pooja.pandey.240@rediffmail.com,9680442067,Chandigarh,2023-07-18,Free,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,,Disengaged
CRS028,LRN0366,ENR00301,2024-03-09,2024-04-18,,Dropped,33,2024-03-12,,1,4,No,,,Mohit Kapoor,mohit.kapoor.366@outlook.com,9740649308,Hyderabad,2023-02-26,Premium,Entrepreneurship 101,Business,INS006,Priya Singh,20,Beginner,394,859,Disengaged
CRS013,LRN0217,ENR00456,2024-02-07,2024-04-27,2024-02-24,Completed,100,2024-02-24,77.67,1,4,Yes,17,-63,Amit Das,amit.das.217@gmail.com,9458929750,Delhi,2023-10-04,Premium,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,876,Disengaged
CRS056,LRN0327,ENR01939,2024-02-10,2024-04-10,,Dropped,25,2024-02-11,,1,,No,,,Neha Pandey,neha.pandey.327@hotmail.com,9639427881,Kolkata,2023-05-30,Free,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,889,Disengaged
CRS005,LRN0487,ENR01280,2024-03-08,2024-04-17,2024-03-31,Completed,100,2024-03-31,54.51,1,1,No,23,-17,Amit Nair,amit.nair.487@yahoo.com,9988774924,Indore,2022-09-24,Free,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,840,Disengaged
CRS041,LRN0115,ENR00914,2024-01-01,2024-01-31,2024-02-04,Completed,100,2024-02-04,71.54,1,3,Yes,34,4,Rahul Malhotra,rahul.malhotra.115@yahoo.com,9706537947,Jaipur,2022-09-02,Basic,GraphQL APIs,Web Development,INS002,Meera Nair,15,Intermediate,1945,896,Disengaged
CRS031,LRN0219,ENR00320,2024-01-08,2024-01-18,,In Progress,16,2024-03-30,,1,,No,,,Rahul Gupta,rahul.gupta.219@gmail.com,9643611037,Bengaluru,2023-08-31,Free,Docker & Kubernetes,Cloud Computing,INS004,Sunita Rao,5,Intermediate,3781,841,Disengaged
CRS032,LRN0225,ENR00975,2024-02-16,2024-02-26,,Dropped,1,2024-02-22,,1,,No,,,Divya Srivastava,divya.srivastava.225@gmail.com,9965827109,Mumbai,2022-09-26,Free,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,878,Disengaged
CRS035,LRN0257,ENR00235,2024-02-18,2024-05-08,,In Progress,21,2024-03-15,,1,,No,,,Rekha Joshi,rekha.joshi.257@outlook.com,9015336884,Chennai,2022-09-01,Free,React Native Cross-Platform,Mobile Development,INS002,Meera Nair,40,Beginner,66,856,Disengaged
CRS041,LRN0294,ENR01741,2024-01-22,2024-02-21,,Dropped,29,2024-01-29,,1,,No,,,Divya Nair,divya.nair.294@rediffmail.com,9716701450,Indore,2023-08-14,Premium,GraphQL APIs,Web Development,INS002,Meera Nair,15,Intermediate,1945,902,Disengaged
CRS026,LRN0357,ENR01163,2024-02-07,2024-02-17,,Dropped,19,2024-02-15,,1,,No,,,Nikhil Das,nikhil.das.357@outlook.com,9175455884,Mumbai,2023-02-26,Free,Full Stack Django,Web Development,INS008,Kavita Reddy,5,Advanced,10918,885,Disengaged
CRS038,LRN0328,ENR00400,2024-01-13,2024-02-12,2024-01-20,Completed,100,2024-01-20,68.11,1,2,Yes,7,-23,Reena Desai,reena.desai.328@hotmail.com,9282722992,Kolkata,2022-02-11,Free,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,911,Disengaged
CRS009,LRN0168,ENR00426,2024-01-29,2024-02-18,2024-02-01,Completed,100,2024-02-01,59.72,1,1,No,3,-17,Vijay Patel,vijay.patel.168@gmail.com,9512868230,Chennai,2023-04-20,Premium,Digital Marketing Strategy,Business,INS004,Sunita Rao,10,Advanced,8712,899,Disengaged
CRS006,LRN0097,ENR00834,2024-02-09,2024-02-19,,Dropped,34,,,1,,No,,,Reena Pillai,reena.pillai.97@outlook.com,9809402445,Mumbai,2022-07-05,Premium,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,,Disengaged
CRS055,LRN0428,ENR01957,2024-03-04,2024-03-14,,In Progress,34,,,1,,No,,,Shreya Mukherjee,shreya.mukherjee.428@gmail.com,9091570184,Lucknow,2022-11-16,Basic,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,,Disengaged
CRS049,LRN0327,ENR01030,2024-01-19,2024-02-28,,In Progress,48,2024-02-05,,1,,No,,,Neha Pandey,neha.pandey.327@hotmail.com,9639427881,Kolkata,2023-05-30,Free,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,895,Disengaged
CRS026,LRN0370,ENR01924,2024-01-17,2024-01-27,,Not Started,0,,,2,,No,,,Aarav Yadav,aarav.yadav.370@outlook.com,9120735647,Ahmedabad,2023-12-15,Premium,Full Stack Django,Web Development,INS008,Kavita Reddy,5,Advanced,10918,,Disengaged
CRS034,LRN0291,ENR00709,2024-02-01,2024-02-21,2024-02-07,Completed,100,2024-02-07,82.93,1,2,Yes,6,-14,Manish Bose,manish.bose.291@outlook.com,9561100225,Ahmedabad,2023-09-29,Free,Android Development Kotlin,Mobile Development,INS002,Meera Nair,10,Intermediate,3846,893,Disengaged
CRS032,LRN0039,ENR00449,2024-01-08,2024-01-18,2024-01-24,Completed,100,2024-01-24,56.89,2,2,No,16,6,Sachin Agarwal,sachin.agarwal.39@hotmail.com,9872774348,Surat,2022-09-02,Free,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,907,Disengaged
CRS031,LRN0017,ENR00477,2024-02-15,2024-02-25,2024-03-02,Completed,100,2024-03-02,80.04,1,1,Yes,16,6,Rohan Desai,rohan.desai.17@hotmail.com,9106513338,Bengaluru,2023-03-09,Free,Docker & Kubernetes,Cloud Computing,INS004,Sunita Rao,5,Intermediate,3781,869,Disengaged
CRS008,LRN0253,ENR00049,2024-01-19,2024-04-08,2024-01-25,Completed,100,2024-01-25,56.21,1,2,No,6,-74,Mohit Patel,mohit.patel.253@gmail.com,9513552157,Chennai,2022-08-03,Free,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,906,Disengaged
CRS036,LRN0399,ENR01177,2024-03-08,2024-03-28,,Dropped,11,2024-03-08,,1,1,No,,,Vijay Singh,vijay.singh.399@outlook.com,9238780038,Kolkata,2023-05-17,Basic,Advanced Python OOP,Data Science,INS006,Priya Singh,10,Advanced,7011,863,Disengaged
CRS051,LRN0479,ENR01054,2024-01-20,2024-04-09,,Not Started,0,,,1,,No,,,Aarav Jain,aarav.jain.479@outlook.com,9632543107,Bengaluru,2023-12-22,Basic,MLOps & Model Deployment,AI & ML,INS015,Kiran Desai,40,Beginner,503,,Disengaged
CRS004,LRN0110,ENR00393,2024-01-28,2024-03-28,,Dropped,27,2024-02-09,,1,,No,,,Anita Iyer,anita.iyer.110@rediffmail.com,9892554665,Mumbai,2023-10-09,Basic,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,891,Disengaged
CRS006,LRN0241,ENR01306,2024-01-27,2024-02-06,,In Progress,21,2024-03-30,,1,,No,,,Shalini Kumar,shalini.kumar.241@gmail.com,9210032365,Lucknow,2023-08-24,Free,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,841,Disengaged
CRS010,LRN0488,ENR01834,2024-01-17,2024-02-06,2024-01-20,Completed,100,2024-01-20,97.6,1,4,Yes,3,-17,Rohan Patel,rohan.patel.488@yahoo.com,9547292842,Bhopal,2023-12-27,Premium,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,911,Disengaged
CRS020,LRN0109,ENR00655,2024-02-25,2024-03-06,2024-03-03,Completed,100,2024-03-03,80.97,1,3,Yes,7,-3,Amit Pillai,amit.pillai.109@yahoo.com,9782071518,Mumbai,2022-09-11,Premium,SQL & Database Design,Data Science,INS013,Unknown,5,Advanced,8138,868,Disengaged
CRS047,LRN0034,ENR00813,2024-02-05,2024-04-05,,In Progress,13,2024-03-22,,1,,No,,,Amit Srivastava,amit.srivastava.34@outlook.com,9482366299,Pune,2023-07-16,Premium,Cloud Security Best Practices,Cybersecurity,INS008,Kavita Reddy,30,Intermediate,2407,849,Disengaged
CRS015,LRN0050,ENR00563,2024-02-08,2024-02-18,,In Progress,82,2024-02-11,,1,,No,,,Shalini Agarwal,shalini.agarwal.50@rediffmail.com,9945314737,Lucknow,2023-11-16,Basic,Azure Data Engineering,Cloud Computing,INS013,Manish Verma,5,Beginner,942,889,Disengaged
CRS045,LRN0094,ENR00197,2024-03-13,2024-03-23,2024-03-30,Completed,100,2024-03-30,97.01,1,2,Yes,17,7,Kavya Pandey,kavya.pandey.94@yahoo.com,9271111615,Jaipur,2022-03-03,Basic,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,841,Disengaged
CRS024,LRN0084,ENR01081,2024-01-13,2024-02-12,,Dropped,19,2024-01-17,,3,,No,,,Shalini Mukherjee,shalini.mukherjee.84@gmail.com,9461200471,Hyderabad,2023-07-05,Free,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,914,Disengaged
CRS022,LRN0426,ENR00839,2024-01-23,2024-02-12,,Not Started,0,,,2,,No,,,Anita Das,anita.das.426@gmail.com,9438421503,Ahmedabad,2023-06-03,Free,Statistics for Data Science,Data Science,INS015,Kiran Desai,10,Advanced,12777,,Disengaged
CRS015,LRN0354,ENR00843,2024-01-10,2024-01-20,,In Progress,30,2024-01-24,,2,,No,,,Reena Tiwari,reena.tiwari.354@outlook.com,9527636556,Ahmedabad,2022-07-04,Basic,Azure Data Engineering,Cloud Computing,INS013,Manish Verma,5,Beginner,942,907,Disengaged
CRS039,LRN0014,ENR01557,2024-01-24,2024-04-13,,In Progress,41,2024-03-26,,1,,No,,,Manish Verma,manish.verma.14@rediffmail.com,9871331509,Hyderabad,2023-08-26,Free,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,845,Disengaged
CRS023,LRN0008,ENR00759,2024-01-29,2024-04-18,2024-02-01,Completed,100,2024-02-01,51.18,1,4,No,3,-77,Divya Yadav,divya.yadav.8@yahoo.com,9884969653,Jaipur,2023-05-21,Free,NLP with Python,AI & ML,INS006,Priya Singh,40,Advanced,6758,899,Disengaged
CRS018,LRN0148,ENR01896,2024-03-11,2024-04-10,,In Progress,39,2024-03-28,,1,,No,,,Shreya Rao,shreya.rao.148@outlook.com,9588879470,Kolkata,2023-11-21,Free,Flutter App Development,Mobile Development,INS006,Priya Singh,15,Beginner,875,843,Disengaged
CRS005,LRN0315,ENR00171,2024-01-22,2024-03-02,,In Progress,57,2024-03-27,,1,,No,,,Siddharth Tiwari,siddharth.tiwari.315@yahoo.com,9811288013,Bhopal,2023-12-03,Basic,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,844,Disengaged
CRS013,LRN0046,ENR00469,2024-02-18,2024-05-08,,In Progress,90,2024-03-06,,1,,No,,,Pooja Patel,pooja.patel.46@rediffmail.com,9719374529,Chandigarh,2022-04-28,Premium,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,865,Disengaged
CRS013,LRN0046,ENR01784,2024-01-05,2024-03-25,,In Progress,30,2024-01-26,,1,,No,,,Pooja Patel,pooja.patel.46@rediffmail.com,9719374529,Chandigarh,2022-04-28,Premium,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,905,Disengaged
CRS003,LRN0163,ENR01265,2024-01-03,2024-01-23,,Not Started,0,,,1,,No,,,Shalini Malhotra,shalini.malhotra.163@gmail.com,9956878339,Jaipur,2023-04-03,Basic,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,,Disengaged
CRS029,LRN0366,ENR01405,2024-02-06,2024-04-26,,Dropped,31,2024-02-15,,1,,No,,,Mohit Kapoor,mohit.kapoor.366@outlook.com,9740649308,Hyderabad,2023-02-26,Premium,Brand Identity Design,Design,INS010,Anjali Iyer,40,Intermediate,4998,885,Disengaged
CRS013,LRN0434,ENR01554,2024-01-16,2024-04-05,,In Progress,39,2024-02-23,,3,,No,,,Amit Verma,amit.verma.434@outlook.com,9701715772,Indore,2022-12-23,Basic,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,877,Disengaged
CRS033,LRN0204,ENR00455,2024-02-25,2024-04-05,,In Progress,66,2024-02-28,,1,4,No,,,Arjun Joshi,arjun.joshi.204@gmail.com,9660937966,Chandigarh,2022-08-08,Free,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,872,Disengaged
CRS021,LRN0066,ENR00761,2024-03-10,2024-03-30,2024-03-13,Completed,100,2024-03-13,71.28,1,5,Yes,3,-17,Ananya Kapoor,ananya.kapoor.66@outlook.com,9680876038,Lucknow,2023-05-26,Basic,Power BI & Tableau,Data Science,INS005,Deepak Joshi,10,Advanced,6616,858,Disengaged
CRS003,LRN0498,ENR01561,2024-03-01,2024-03-21,2024-03-04,Completed,100,2024-03-04,75.32,1,5,Yes,3,-17,Manish Rao,manish.rao.498@gmail.com,9796471589,Bhopal,2022-09-23,Free,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,867,Disengaged
CRS019,LRN0208,ENR01768,2024-03-01,2024-04-30,,In Progress,42,2024-03-27,,1,,No,,,Arjun Nair,arjun.nair.208@hotmail.com,9828274225,Lucknow,2022-02-24,Premium,iOS Development with Swift,Mobile Development,INS009,Suresh Gupta,30,Beginner,101,844,Disengaged
CRS026,LRN0128,ENR01711,2024-01-17,2024-01-27,,In Progress,18,2024-01-28,,2,,No,,,Megha Chauhan,megha.chauhan.128@rediffmail.com,9796275705,Pune,2022-10-09,Basic,Full Stack Django,Web Development,INS008,Kavita Reddy,5,Advanced,10918,903,Disengaged
CRS022,LRN0316,ENR00350,2024-01-16,2024-02-05,2024-01-19,Completed,100,2024-01-19,94.26,1,2,Yes,3,-17,Sneha Mehta,sneha.mehta.316@gmail.com,9861207501,Mumbai,2022-07-02,Premium,Statistics for Data Science,Data Science,INS015,Kiran Desai,10,Advanced,12777,912,Disengaged
CRS048,LRN0343,ENR00653,2024-03-16,2024-03-26,2024-03-30,Completed,100,2024-03-30,54.8,1,3,No,14,4,Ajay Chauhan,ajay.chauhan.343@yahoo.com,9902770384,Mumbai,2023-09-06,Basic,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,841,Disengaged
CRS030,LRN0143,ENR01024,2024-02-01,2024-04-01,,In Progress,24,2024-03-17,,1,,No,,,Shreya Nair,shreya.nair.143@gmail.com,9016873395,Mumbai,2022-10-16,Basic,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,854,Disengaged
CRS021,LRN0019,ENR00600,2024-03-13,2024-04-02,,In Progress,44,2024-03-13,,1,,No,,,Sunita Banerjee,sunita.banerjee.19@rediffmail.com,9026064746,Surat,2023-05-14,Free,Power BI & Tableau,Data Science,INS005,Deepak Joshi,10,Advanced,6616,858,Disengaged
CRS003,LRN0498,ENR00728,2024-02-19,2024-03-10,,In Progress,41,2024-03-21,,1,,No,,,Manish Rao,manish.rao.498@gmail.com,9796471589,Bhopal,2022-09-23,Free,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,850,Disengaged
CRS050,LRN0408,ENR01211,2024-02-09,2024-02-19,,Dropped,2,2024-02-13,,2,,No,,,Deepak Malhotra,deepak.malhotra.408@gmail.com,9569998808,Ahmedabad,2023-04-13,Premium,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,887,Disengaged
CRS004,LRN0086,ENR01023,2024-03-01,2024-04-30,2024-03-12,Completed,100,2024-03-12,58.31,1,3,No,11,-49,Anita Verma,anita.verma.86@yahoo.com,9351585064,Delhi,2023-04-11,Free,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,859,Disengaged
CRS046,LRN0180,ENR00321,2024-02-23,2024-04-03,2024-02-26,Completed,100,2024-02-26,55.0,1,3,No,3,-37,Mohit Malhotra,mohit.malhotra.180@rediffmail.com,9772522872,Surat,2022-03-02,Basic,Terraform Infrastructure,Cloud Computing,INS013,Manish Verma,20,Beginner,300,874,Disengaged
CRS030,LRN0395,ENR00072,2024-01-19,2024-03-19,,In Progress,24,2024-01-21,,1,,No,,,Manish Patel,manish.patel.395@gmail.com,9110392405,Chennai,2023-04-06,Basic,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,910,Disengaged
CRS045,LRN0416,ENR01273,2024-02-24,2024-03-05,,Not Started,0,,,1,,No,,,Ravi Gupta,ravi.gupta.416@hotmail.com,9209945101,Bengaluru,2022-06-15,Premium,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,,Disengaged
CRS025,LRN0316,ENR01277,2024-02-19,2024-03-30,,In Progress,28,2024-03-21,,1,,No,,,Sneha Mehta,sneha.mehta.316@gmail.com,9861207501,Mumbai,2022-07-02,Premium,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,850,Disengaged
